#{"t_start": 1695647713.2101433, "env_id": null}
r,l,t
116.573567,11,48881.840113
117.310553,11,48945.904641
132.849778,7,48987.371892
127.155726,11,49054.089088
89.567199,7,49096.890548
122.827579,6,49135.165929
125.236124,11,49200.7221
85.290239,8,49249.585791
42.519981,5,49280.501672
135.489936,7,49322.994135
167.552888,10,49382.541731
123.531175,11,49448.772028
121.708786,11,49515.257076
146.784598,8,49561.302326
122.288768,6,49597.708633
63.618791,6,49635.193004
115.137565,6,49672.144805
126.051168,11,49738.368604
99.442041,9,49793.989079
96.213397,4,49818.453275
89.869993,9,49872.535158
121.475552,6,49910.103561
126.410666,11,49974.618285
113.907924,11,50040.336598
119.835045,6,50075.887386
119.270021,11,50141.806483
80.733411,7,50183.539116
109.871781,5,50215.304183
96.598119,4,50240.314299
120.827032,11,50305.259471
125.522995,11,50370.53136
118.107108,10,50431.597474
125.364591,11,50496.486876
83.366669,8,50542.732587
109.665091,5,50573.578738
64.498278,5,50605.117995
75.571274,7,50647.59734
124.572974,11,50711.953009
69.46942,6,50747.388603
122.935745,11,50812.546867
126.337136,11,50878.612099
90.631207,7,50919.203548
125.700884,11,50984.428951
121.793842,11,51051.178062
83.161555,8,51099.401353
124.554571,11,51166.535132
102.869912,8,51214.596848
91.333291,9,51269.325983
102.513406,8,51320.262895
117.66696,11,51386.625638
126.130769,11,51453.511806
134.729269,7,51496.668702
122.666799,10,51555.640431
54.626983,7,51597.315456
126.382246,11,51663.474924
125.807905,11,51728.478058
123.557794,11,51794.006836
127.074393,11,51860.108423
146.304597,8,51909.28764
135.329801,11,51974.979163
125.389652,11,52042.011535
128.965155,7,52083.171643
103.682207,8,52132.054185
89.807643,8,52181.421829
147.9728,8,52229.270228
139.074355,11,52294.593867
121.938068,11,52360.883082
126.554544,11,52426.896718
110.591685,10,52488.13723
78.068866,8,52535.118574
126.872347,11,52599.942049
126.217823,11,52666.641747
76.238967,8,52714.903547
122.507392,6,52753.636284
97.779553,8,52801.491878
72.336618,6,52837.517858
126.317224,11,52903.103837
122.293221,11,52967.422639
113.461012,10,53029.732395
94.803679,4,53055.693722
125.363399,11,53120.966583
122.958868,11,53186.649592
123.391401,11,53251.770296
125.376104,11,53318.546256
121.285022,6,53355.835517
60.202714,6,53392.097733
103.79052,11,53456.170623
124.043923,11,53522.088939
75.148849,8,53571.536532
122.401242,6,53606.796074
124.415897,11,53671.348302
95.051999,4,53695.379669
123.984086,11,53760.013968
119.766291,11,53827.054959
116.113081,9,53880.910701
126.850061,11,53947.810604
90.904716,8,53997.72618
124.080603,11,54062.261096
118.08118,11,54129.194372
126.091347,11,54196.699329
135.068848,7,54237.259298
101.950678,8,54284.625713
112.100834,9,54338.994031
66.268009,6,54376.08452
148.465638,8,54424.449251
89.455673,7,54467.558454
121.740314,11,54533.740381
65.460112,7,54576.84333
126.366186,11,54642.596513
122.352549,11,54707.190137
103.835075,10,54768.158794
116.484361,11,54833.774905
110.660732,10,54896.648603
172.282704,10,54956.708154
125.088746,11,55022.338021
123.045384,11,55088.070639
120.174223,6,55125.307509
65.904337,6,55160.285932
121.600714,11,55226.12702
66.396128,7,55270.875041
111.382822,10,55334.586692
140.607906,8,55382.886144
117.450833,11,55448.905131
124.762142,11,55515.673899
113.021271,11,55581.580517
124.858643,11,55645.617119
148.179609,8,55695.269827
96.951331,9,55749.041641
95.155673,9,55803.23455
77.119368,6,55840.090349
158.050961,9,55892.316782
103.383781,9,55945.524966
131.346884,7,55988.150198
126.129438,11,56054.566411
105.188103,10,56117.071651
74.476269,7,56160.138118
159.593552,9,56213.137064
79.739116,8,56260.814898
67.846535,8,56309.047967
126.756293,11,56375.530609
103.613337,8,56424.481505
120.14764,11,56492.765634
74.136884,7,56535.980338
124.069078,11,56600.968515
115.55213,11,56666.310812
126.487158,11,56732.302775
65.516348,6,56769.44622
104.085921,10,56831.740972
118.898451,11,56899.51244
96.211814,4,56925.444638
126.394065,11,56990.660697
126.227461,11,57054.882341
73.317333,7,57097.677863
126.625692,11,57162.894991
44.670246,5,57193.642833
125.102121,11,57260.662957
118.990853,11,57326.53159
147.577467,8,57373.607664
108.906077,10,57432.975201
55.303662,6,57470.425435
88.814217,7,57512.016015
119.607367,11,57576.490973
125.324643,11,57641.663584
89.121446,7,57684.52524
116.81616,11,57748.640134
123.771625,11,57815.728922
59.925838,7,57859.674144
110.66325,9,57915.206519
125.831254,11,57981.622253
123.808848,11,58046.759111
119.569086,11,58114.641937
91.539338,4,58140.405422
145.616227,8,58188.075105
127.490275,10,58248.602936
115.099667,9,58303.536022
115.032437,10,58363.971115
124.426787,10,58423.051619
138.470338,8,58472.435554
88.003508,9,58527.20656
124.590671,11,58594.271125
79.633928,3,58614.851186
73.297142,7,58657.363963
121.784006,6,58693.590074
64.066046,5,58724.217453
124.325513,11,58791.764958
114.77134,9,58848.116294
96.411187,9,58903.866534
120.569561,10,58963.305595
106.816846,10,59025.416
121.362284,11,59091.373069
156.518437,9,59145.134031
113.022064,10,59207.498082
126.621088,11,59273.871074
69.080765,7,59315.87296
120.92063,11,59380.633269
125.88858,11,59445.713327
91.980938,8,59496.167966
169.296749,10,59555.046147
122.825376,11,59618.646946
122.898906,11,59684.516025
123.286861,11,59749.596595
122.356731,6,59787.343424
118.884599,11,59852.860109
118.75622,11,59919.277284
120.564823,6,59957.161066
122.307935,11,60023.250559
109.218478,5,60053.593154
125.115252,11,60119.865562
119.539314,11,60184.966353
111.178137,11,60252.261314
116.524153,11,60320.025801
74.865522,6,60355.825971
107.946933,9,60410.663757
64.902406,5,60442.34524
109.220125,11,60509.239938
134.202242,7,60552.645138
124.339214,11,60619.423821
115.138922,10,60678.677907
171.354552,10,60739.189246
132.687527,7,60781.212264
165.280147,10,60841.08859
147.227453,8,60889.560262
77.070815,6,60926.822586
82.466031,9,60982.152251
125.201241,11,61048.975948
112.594793,10,61111.920411
162.474054,10,61171.808663
125.897973,11,61238.169837
125.678825,11,61304.044075
46.214148,6,61342.904126
122.842445,11,61409.124937
96.939829,4,61434.417024
62.091619,6,61469.902037
125.272396,10,61530.299761
122.902826,11,61595.150316
105.232326,10,61657.640476
107.138727,5,61689.533651
115.969859,11,61756.939345
125.939065,11,61821.500343
125.385804,11,61888.799755
109.556622,10,61950.667609
126.102804,11,62015.871485
121.354891,11,62081.156172
122.836154,11,62148.149243
96.439178,4,62173.962556
120.288858,10,62234.133045
146.993776,8,62281.851379
118.790334,6,62320.396009
135.658223,7,62363.528859
114.873109,11,62430.716253
114.525328,11,62496.667914
148.205999,8,62546.85178
121.489288,11,62613.27753
63.13619,6,62652.103003
118.550522,11,62719.892406
123.262765,11,62785.17151
117.873767,11,62849.977874
82.410668,8,62898.661518
124.368553,11,62966.948732
69.526084,7,63010.09202
125.024228,11,63077.022618
146.771072,8,63127.676505
116.225324,11,63194.357386
61.116519,6,63231.59713
121.104848,11,63296.059851
122.354834,11,63361.642165
125.324398,11,63428.280338
51.937204,4,63453.075462
119.542046,11,63518.154041
125.297094,11,63582.640085
119.064134,11,63648.040273
110.613081,11,63714.553838
66.070637,7,63756.244547
136.169645,11,63821.760946
117.798151,6,63857.821766
106.260823,10,63918.072009
82.727673,3,63937.027799
120.78012,11,64003.470162
124.203401,11,64068.80893
120.574809,11,64136.370537
115.645493,11,64201.019456
126.198874,11,64266.684518
148.51445,8,64314.035842
124.253401,11,64381.389575
88.836518,8,64429.915662
122.328509,11,64494.685284
121.650648,6,64530.980169
125.295415,11,64596.750483
116.151839,11,64661.56818
170.905385,10,64722.324537
88.692417,8,64771.433427
112.993663,11,64836.965673
96.880335,4,64862.706083
131.852954,7,64904.532933
134.652136,11,64971.764315
122.329365,6,65007.914127
87.623965,7,65051.349399
120.632054,11,65117.430362
132.234798,11,65183.158042
126.024528,11,65250.613984
69.908105,7,65292.119727
125.453707,11,65358.351854
122.627498,6,65396.565305
124.47869,11,65461.078775
131.915993,11,65526.467369
115.782341,11,65591.477871
121.121985,11,65656.450773
170.920418,10,65715.283427
125.598814,11,65782.313097
95.099889,9,65835.61557
80.214852,7,65878.94489
102.666881,10,65938.977775
121.515419,11,66004.559795
121.881066,6,66039.733607
